NGSL Rank	Word	IPA	Conjugations	Synonyms	English	Russian
1486	afford	?f??rd	"affords; afforded; affording"	"give; offer; present; allow; provide"	"be able to do without difficulty; be able to pay for; supply, provide, give to oneself or to another"	"быть в состоянии сделать, иметь возможность; позволить себе что-либо; предоставлять; доставлять, приносить, давать"
1487	lawyer	l??y?	lawyers		one who represents people in a court of law or advises them on legal matters, barrister, attorney	юрист, адвокат, юрисконсульт
1488	suspect	s?sp??kt	"suspects; suspected; suspecting"	"assume; dubious; iffy; infer; conjecture; doubt; irregular; suppose; guess; construe; disbelieve; deduce; expect; fishy; presume; unsure; questionable; odd; mistrust; distrust; imagine; shady; believe; doubtful; think; suspicious; uncertain"	"surmise, imagine to be so, believe to be true; distrust, doubt; believe a person to be guilty of a crime or wrongdoing"	подозревать, не доверять, сомневаться в истинности, предполагать, полагать, думать
1489	cup	k??p	"cups; cupped; cupping"	"chalice; mug; prize; goblet; trophy; beaker"	"small container from which liquids (milk, water, etc.) are drunk; unit of measure (equal to 8 fluid ounces)"	"чашка, чаша, кубок; доля, судьба; чашечка; потир [рел.], потирная чаша [рел.]; банка; юбка изолятора [эл.]; манжета"
1490	description	d?skr??p??n	descriptions	"kind; account; variety; report; sketch; sort; depiction; portrayal; class; explanation; picture; narrative; type; category"	"descriptive statement, word picture, depiction; type"	описание, изображение, вид, род, сорт, вычерчивание
1491	confidence	k??nf?d?ns	confidences		"secret; trust; faith in oneself; certainty"	доверие, смелость, вера, конфиденциальное сообщение, уверенность, самоуверенность, самонадеянность
1492	industrial	??nd??stri?l		"industrialized; mechanized; manufacturing; business; work; manufacturing; engineering; trade; developed; modern"	"pertaining to or involved in the production or distribution of goods; characterized by highly developed industries; used in production and manufacturing"	промышленный, индустриальный, употребляемый для промышленных целей, производственный, технический
1493	complain	k?mpl?e?n	"complains; complained; complaining"	"nitpick; grumble; whine; nag; protest; criticize; object; carp"	find fault, express displeasure	"жаловаться, поплакаться, выражать недовольство; сетовать, ныть"
1494	perspective	p?sp??kt?v	perspectives		"viewpoint, outlook; vista, view"	перспектива, вид, виды на будущее
1495	error	??r?	errors	"slip; miscalculation; fault; inaccuracy; blunder; mistake"	mistake, something that is incorrect	"ошибка, заблуждение, погрешность; блуждание; грех; отклонение"
1496	arrest	???st	"arrests; arrested; arresting"		"detain; delay, slow down, stop; imprison"	"арестовывать, арестовать, задерживать, останавливать; приковывать, приковывать внимание, выключать; приостанавливать; тормозить"
1497	assess	?s??s	"assesses; assessed; assessing"		estimate, appraise (an object's value)	"определять сумму налога, определять сумму штрафа, оценивать имущество для обложения налогом; облагать налогом, облагаться, штрафовать"
1498	register	r??d??st?	"registers; registered; registering"	"reach; touch; schedule; transmit; catalog; express; list; record; enter; enlist; record; catalog; roll; list; record; enroll; display; chronicle; join; reveal; disclose; convey; index; inventory; chronicle; show"	"list, record; book for maintaining records; style of language used in a particular setting (Linguistics); range of possible tones (Music); regulator; gauge; temporary storage area within the central processor (Computers)"	"журнал, регистр, реестр, метрическая книга; список, официальный список, опись; ведомость, запись; счетчик, счетный механизм; заслонка, приводка"
1499	asset	??s??t	assets		"something of value (property, goods, etc.); desirable item or quality, something beneficial"	"имущество, ценный вклад; имущество несостоятельного должника, имущество обанкротившейся фирмы; ценное качество"
1500	signal	s??gn?l	"signals; signaled; signalled; signaling; signalling"	"gesture; suggest; indicate; intimate; signify; indicate; hint; pointer; gesture; sign; indicator; motion; indication; sign; imply; show"	"gesture which communicates something; cue, sign which initiates a certain action; conveying of information through the modulation of an electronic wave (Electronics); current or wave that is transmitted or received (Electronics)"	сигнал, знак, связь, войска связи, сигнальное устройство
1501	finger	f???g?	"fingers; fingered; fingering"	"identify; touch; name; handle; manipulate; feel"	"digit, extension of the hand; action performed on a person in order to obtain his email address (Internet)"	"палец, перст; стрелка, указатель; туше [муз.], штифт [тех.]; карманник; осведомитель; глоток виски; полицейский; программа позволяющая получить адрес электронной почты пользователя [комп.]"
1502	relevant	r??l?v?nt		"significant; germane; important; pertinent; related; applicable; appropriate"	pertinent, related, connected to the current subject	уместный, относящийся к делу, релевантный
1503	explore	?kspl??r	"explores; explored; exploring"		"travel to unknown regions; investigate, examine, research"	"исследовать, изучать; разведывать [геол.]; выяснять; исследовать рану [мед.]; зондировать, обследовать"
1504	leadership	l?id????p	leaderships		"position or duties of a leader; management ability; guidance, direction"	руководство, руководящая роль, предводительство, превосходство, лидерство
1505	commitment	k?m??tm?nt	commitments	"vow; binder; obligation; dedication; duty; devotion; allegiance; pledge; responsibility; promise; liability; faithfulness; obligation; assurance; loyalty; steadfastness"	"obligation, promise; act of committing"	"обязательство; вручение, передача; передача законопроекта в комиссию; арест, заключение под стражу; совершение"
1506	wake	w?e?k	"wakes; woke; waking; woken"		"trail, trace, track left by ship in water, path of anything that has passed; practice of viewing a dead body in its coffin before the burial; funeral gathering characterized by festive remembrance of the deceased"	бодрствование, поминки, храмовой праздник, кильватер
1507	necessarily	n??s?s??r?li		"inevitably; automatically; unavoidably; essentially"	of necessity, as a logical result, unavoidably	обязательно, непременно, неизбежно
1508	bright	br?a?t	"brighter; brightest"	"dazzling; light; clear; clever; sharp; brainy; positive; smart; brilliant; intense; cheerful; intelligent; happy; optimistic; vivid; upbeat; quick; lively"	"luminous; shiny; radiant; cheerful; intelligent, clever; clear"	"яркий, блестящий; полированный; великолепный; способный, сообразительный; веселый, живой; разбитной"
1509	frame	fr?e?m	"frames; framed; framing"	"construction; skeleton; build; surround; form; support; edge; casing; structure; skeleton; framework; entrap; trick; outline; entice; edge; body; structure; border; enclose; scaffold; border; trap; physique"	"casing; skeleton; structure; body structure; mood; picture in a film; (Internet) data packet that includes header and footer fields that are needed to display data on a physical medium"	"каркас, остов, костяк, скелет; сруб; станина; конструкция, сооружение, строение; телосложение, тело, структура; рамка, рама, оправа; парник, парниковая рама; станок ткацкий; кадр [кино]"
1510	slowly	sl?o?li		"leisurely; gradually"	at a low rate of speed, not quickly	медленно
1511	bond	b??nd	"bonds; bonded; bonding"		"link; obligation; grasp; certificate of debt"	"связь, узы, тесная связь; долговое обязательство, закладная; крепостной; облигация, купюра; оковы; тюремное заключение; соединение, перевязка"
1512	hire	h?a??	"hires; hired; hiring"		"lease, rent; employ"	нанимать, подряжать, брать напрокат, сдавать внаем
1513	hole	h?o?l	"holes; holed; holing"	"cell; break; abyss; pit; dump; puncture; fallacy; fissure; aperture; gulf; error; gap; chasm; lair; retreat; hollow; flaw; defect; den; outlet; burrow; run; cavity; opening; crack; tear; perforation; void; weakness; hovel; fault"	"opening, gap; cavity, hollow; burrow, den; pothole; prison cell; dingy dirty place"	"дыра, захолустье; дырка, полость, отверстие; углубление, яма, ямка, нора; лачуга; затруднительное положение; отдушина, канал для воздуха; скважина; воздушная яма; лунка, лунка для мяча; душник, свищ"
1514	tie	t?a?	"ties; tied; tying"	"attach; link; join; fix; draw; draw; fasten; lash; strap; bond; relation; bind; knot; connection; join; secure"	bind, fasten with a rope or cord	связывать, связать, увязать, повязать, привязывать, прикручивать, перевязывать, связывать узами, скреплять, завязывать, завязывать узлом, шнуровать, завязывать бантом, завязываться, завязать, завязаться, стеснять свободу, обязывать, ограничивать условиями, сыграть вничью, сравнять счет, прийти голова в голову
1515	internal	??nt??n?l	internals	"domestic; home; inside; inner; interior"	"interior, inner, inside, located within; of a country's domestic affairs; of an individual's inner life, private, mental"	внутренний, душевный, сокровенный
1516	chain	t??e?n	"chains; chained; chaining"	"attach; group; sequence; connect; shackle; series; string; bind; series; fetter; procession; franchise; succession; shackle"	"series of metal rings which are linked together; mountain range; group of (stores, banks, etc.) under one management; device used to measure distances (made up of a series of links measuring 20 meters)"	"цепь, цепочка, хребет, оковы, узы; последовательность, ход событий; система; сеть, сеть магазинов; мерная цепь"
1517	literature	l??t??t??	literatures	"text; journalism; copy; prose; writing"	"writings having lasting artistic value (i.e. poems, novels, essays, etc.); body of writing from a particular country (or time period, etc.); body of writing dealing with a certain subject; literary work; any printed material; profession of a writer"	литература, словесность
1518	victim	v??kt?m	victims		one who falls prey (to an attack, deception, etc.)	жертва, потерпевший
1519	threaten	?r??t?n	"threatens; threatened; threatening"		intimidate, endanger	угрожать, грозить, замахиваться, пригрозить, припугнуть, предвещать
1520	division	d?v????n	divisions	"distribution; allotment; split; rupture; partition; partition; demarcation; apportionment; schism; department; break; type; sector; separation; discord; border; section; disagreement; classification; branch; sharing; divide; group; boundary; category; grouping; dissection; rift; class; gulf; group"	"act of separating into parts, partitioning; basic mathematical operation in which one number is divided by another; department, faculty; group of soldiers that form a distinct tactical unit within a squadron; league, ranking, level according to difficulty"	"деление, расхождение во взглядах, разногласие; разделение голосов во время голосования; классификация; отдел, раздел; перегородка, барьер, межа, граница; дивизия, часть"
1521	secure	s?ky??r	"secures; secured; securing; securer; securest"	"protected; safe; obtain; dependable; stable; guarantee; assure; confident; fix; lock; acquire; get; locked; fasten; reliable; safe; sheltered; steady; assured; fastened"	"safe, free from danger; protected; strong, stable; closed, locked; confident, not worried or concerned; assured, certain"	"спокойный, уверенный, безопасный; верный, обеспеченный, надежный, прочный; находящийся в надежном месте, сохранный; гарантированный, застрахованный"
1522	amaze	?m?e?z	"amazes; amazed; amazing"		"astound, astonish; surprise"	изумлять, удивлять, поражать
1523	device	d?v?a?s	devices	"badge; contraption; logo; emblem; method; expedient; appliance; means; trick; design; stratagem; symbol; contrivance; way; plan; machine; gadget; crest; tool; mechanism; apparatus; maneuver; ruse; means"	"apparatus; trick, scheme; hardware component which can send or receive data (Computers)"	"схема, план; способ, проект, средство; затея, прием; устройство, приспособление, механизм, аппарат, прибор; эмблема, девиз; устройство для приема передачи или обработки данных [комп.]"
1524	birth	b???	births		"act of being born; act of giving birth; descent, lineage"	"рождение, роды; нарождение, начало, источник, происхождение"
1525	forest	f??r?st	"forests; forested; foresting"		woods, area of land covered with trees	лес, заповедник, заказник
1526	label	l?e?b?l	"labels; labeled; labelled; labeling; labelling"	"ticket; identify; stamp; brand; mark; classification; marker; regard; categorize; categorization; tag; description; characterize; sticker; mark; brand; pigeonholing; make; characterization; consider; class"	"ticket; tag; sign; note, slip of paper; nickname; text which appears on a computerized note (Computers); destination of a GOTO command (Computers)"	"ярлык, этикетка, бирка, маркировка; помета; меченый атом; слезник; высотомер, алидада [тех.], алидада-высотомер"
1527	root	r?ut	"roots; rooted; rooting"	"cause; rummage; source; delve; nose; rifle; burrow; origin; search; core; ransack; basis; derivation"	"part of a plant growing underground which anchors the plant and absorbs water and nutrients; part which anchors; source, origin; base, fundamental part; number that multiplied by itself yields a given number (Mathematics)"	"корень, корнеплод, саженец, корнеплоды; основа, основание, причина, источник; предок, основатель рода, прародитель"
1528	factory	f??kt?i	factories		"building in which products are manufactured; any location which mass-produces one type of product (can be used figuratively)"	фабрика, завод, фактория
1529	expense	?ksp??ns	expenses	"cost; rate; sacrifice; figure; fee; cost; amount; outlay; price; deprivation; disbursement; expenditure; outflow; detriment"	cost, price, payment	расход, трата, издержки, цена
1530	channel	t???n?l	"channels; channeled; channelled; channeling; channelling"	"waterway; control; conduct; station; ditch; duct; conduit; strait; means; direct; drain; guide; path; dike; direct; outlet; focus; network; route; conduit; avenue; canal; way; passage; feed; concentrate; groove; trench; route"	"canal; station; television station and its programs; (Computers) group chat on the Internet, conference, chat room on the Internet"	"канал, русло, фарватер; протока, пролив; сток, сточная канава; путь, дорога, проход; источник; желоб; выемка, паз, шпунт; швеллер; звуковой тракт; канал чата (общения в интернете) [комп.], конференция [комп.]"
1531	investigate	??nv??st?g?e?t	"investigates; investigated; investigating"	"scrutinize; consider; explore; examine; study; probe; inspect"	inquire into, examine, inspect, probe, scrutinize	расследовать, исследовать, разведать, разузнать
1532	recommendation	r??k?m?nd?e???n	recommendations	"sanction; proposal; suggestion; advice; blessing; reference; commendation; approval; counsel"	"endorsement, approval; letter of reference; suggestion, advice"	рекомендация, совет, похвала, представление к награде, качества
1533	rank	r???k	"ranks; ranked; ranking; ranker; rankest"		"grade, level, classification; position, standing, status; row; column"	"ряд, шеренга; рядовой состав; звание, чин, разряд, степень, ранг; категория, класс"
1534	typical	t??p?k?l		"distinctive; characteristic; classic; predictable; archetypal; conventional; representative; usual; emblematic; average; mainstream; normal; standard"	characteristic, representative, conforming to the expected, standard, classic	типичный, символический
1535	west	w??st			direction in which the sun sets, direction opposite east on a compass	запад, западный ветер, вест
1536	friendly	fr??ndli	"friendlier; friendliest"	"welcoming; forthcoming; open; sociable; responsive; affable; gracious; pleasant"	kindly, welcoming, cordial, amicable	дружеский, дружески расположенный, дружелюбный, благожелательный, дружественный, сочувствующий, одобряющий, благоприятный, квакерский
1537	resident	r??z?d?nt	residents	"occupant; dweller; inhabitant; neighborhood; local; tenant; occupier"	"inhabitant, one who lives in a particular location; doctor who is training in a medical specialty; diplomat who lives in a foreign court"	постоянный житель, постоянный жилец, постоялец, резидент, не перелетная птица
1538	provision	pr?v????n	"provisions; provisioned; provisioning"		"supply, stock; act of supplying or furnishing; measure, means; food; condition, stipulation"	"снабжение, обеспечение; заготовление, запас, провизия; положение, мера предосторожности; условие, постановление"
1539	concentrate	k??ns?ntr?e?t	"concentrates; concentrated; concentrating"		"focus, pay attention; collect in one place; make stronger, make more intense"	"концентрировать, сосредоточивать, концентрироваться, сосредоточиваться; обогащать, обогащать руду, сгущать, выпаривать"
1540	plenty	pl??nti	plenties	"profusion; ample; sufficient; quite; heaps; lots; enough; adequate; adequately; amply; abundance; loads; prosperity; masses; bounty; stacks; sufficiently; plethora"	"abundance; large quantity; wealth; sufficient quantity; much"	изобилие, достаток, благодать, множество, большое количество
1541	export	??ksp?rt	"exports; exported; exporting"		"shipping of goods to other countries; exportation; merchandise or services sold to parties in other countries; storage of data in a format which can be read by other programs (Computers)"	"вывоз, экспорт, предмет вывоза, общая сумма вывоза, общее количество вывоза; сохранение данных в формате который может быть прочитан другой программой [комп.]"
1542	entirely	?nt?a??li		"fully; unequivocally; utterly; completely; exclusively; wholeheartedly; unconditionally; totally; wholly; unreservedly; completely; fully"	totally, completely, absolutely	всецело, совершенно, сплошь, в целом, целиком, нацело, полностью, исключительно, единственно
1543	strongly	str???li		"starkly; glaringly; convincingly; solidly; resiliently; effectively; powerfully; clearly; passionately; brightly; ardently; keenly; dazzlingly; powerfully; sturdily; stoutly; sharply; fiercely; fervently; zealously; compellingly; robustly; formidably; intensely; durably; tenaciously; firmly; brilliantly; persuasively; enthusiastically; deeply; fanatically; eagerly; soundly"		
1544	bridge	br??d?	"bridges; bridged; bridging"	"conduit; connection; association; overpass; channel; passage; viaduct; join; link"	"raised passage or road; type of card game; structure joining teeth which have a gap between them (Dentistry); upper bony area of a nose; area on a ship from which it is directed"	"мост, мостик; перемычка; капитанский мостик; переносица; параллельное соединение, шунт; мостиковая связь; шлюз; бридж"
1545	consist	k?ns??st	"consists; consisted; consisting"		be composed of, be made up of	состоять, заключаться в, совпадать, совмещаться
1546	graduate	gr??d??w?t	"graduates; graduated; graduating"	"group; modify; categorize; rate; arrange; rank; classify; adapt; order; adjust; accommodate; regulate"	"one who has completed a course of study and received a degree or diploma (i.e. at a university or college); glass vessel for measuring liquids"	"выпускник, аспирант; мензурка"
1547	brand	br??nd	"brands; branded; branding"	"identification; mark; kind; make; call; classify; kind; strain; mark; class; style; cast; categorize; trademark; variety; sort; describe; product; stamp; type; name; sort; imprint; label; marker"	"product manufactured by a company and given a specific name or mark, trademark; kind, type, variety; mark made by burning; mark of disgrace; hot iron used for branding"	"головня, головешка; выжженное клеймо, тавро; фабричная марка; качество, сорт, сорт товара; факел; меч; раскаленное железо"
1548	moral	m??r?l	morals	"good; honorable; point; right; decent; lesson; significance; ethical; rule; message; maxim; proper; principled; just; honest; meaning"	"ethical; virtuous; righteous; principled; conforming to accepted standards; having integrity"	моральный, нравственный, этический, высоконравственный, добродетельный, внутренний, духовный, нравоучительный
1549	insist	??ns??st	"insists; insisted; insisting"	"claim; vow; persist; contend; swear; assert; aver; persevere; maintain"	"persist, persevere; firmly emphasize, assert; demand emphatically, firmly request, require"	утверждать, настойчиво утверждать, настаивать, настоять
1550	combination	k??mb?n?e???n	combinations	"mixture; recipe; mishmash; permutation; arrangement; order; amalgamation; pattern; blend; grouping; code"	"joining, union (of two or more persons or things); number of things combined; motorcycle with a sidecar"	"сочетание, комбинация; союз, объединение; мотоцикл с прицепной коляской"
1551	abuse	?by?us	"abuses; abused; abusing"	"mistreatment; cruelty; violence; maltreatment; neglect; exploitation; misuse; exploitation; manipulation; insults; swearing; invective; mistreat; maltreat; molest; batter; hurt; harm; injure; insult; swear; exploit; misuse; manipulate"	"misuse; injure, harm, mistreat; insult, malign, curse, revile"	"оскорблять, ругать; плохо обращаться; поносить, браниться, хулить, честить; злоупотреблять; совращать (малолетних); бесчестить, ругаться"
1552	ice	?a?s	"ices; iced; icing"	frost	"frozen water; covering of frozen water; icing, glazing; substance which resembles frozen water; (Slang) diamonds"	лед, мороженое
1553	principal	pr??ns?p?l	principals		"chief, head, leading; primary, main, major; first in rank, of the highest importance or priority"	главный, основной, ведущий
1554	master	m??st?	"mistress; masters; mistresses; mastered; mastering"		"lord, ruler; captain of a ship; principal of a school; owner of a slave or animal; expert practitioner; skilled artist, virtuoso; one who has victory over another; one whose teachings inspire and guide others; title of respect for a young male"	"хозяин, владелец, мастер, господин; учитель; глава колледжа; капитан торгового судна; магистр; великий художник; первый оригинал"
1555	definitely	d??f?n?tli		"certainly; positively; categorically; absolutely; undeniably; unquestionably"	"absolutely; clearly; specifically"	определенно, ясно, несомненно, точно
1556	session	s????n	sessions	"sitting; conference; assembly; gathering; meeting"	"meeting, assembly; period of time during which a meeting takes place; term, semester, period of time that a school is open and holding classes"	"заседание, совещание, сессия; учебный семестр, учебный триместр, учебный год, учебное время в школе, занятия в школе; время, сеанс"
1557	grade	gr?e?d	"grades; graded; grading"		"number or letter indicating the quality of work done (pertaining to schoolwork), mark; level, degree, rank; type; class (in a school); slope, incline"	степень, звание, ранг, качество, сорт, класс, оценка, отметка, новая, уклон, градиент, градус, уровень
1558	nevertheless	n??v???l??s		"but; however; nonetheless; yet"		
1559	predict	pr?d??kt	"predicts; predicted; predicting"		prophesy, foretell, announce in advance	предсказывать
1560	previously	pr?ivi?sli		"before; beforehand; earlier; formerly"		
1561	protection	pr?t??k??n	protections	"guard; fortification; security; shield; safety; armor; shelter; defense; safeguard"	"defense, shelter, safety; act of safeguarding, act of defending"	"защита, охрана, ограждение, прикрытие; покровительство, протекционизм; охранная грамота, пропуск, паспорт; вымогательство"
1562	largely	l??rd?li		"mostly; basically; fundamentally; principally; essentially; chiefly; mainly"	"greatly; mainly; generously"	в значительной степени, щедро, обильно, на широкую ногу, в широком масштабе
1563	wed	w??d	"weds; wedded; wedding"		"marry; marry off (daughter, etc.); join, unite, blend, combine; devote oneself to; be combined"	вступать в брак, соединять, сочетать, женить, выдавать замуж
1564	rent	r??nt			"money paid for the use of property; rip, tear, laceration"	квартирная плата, квартплата, арендная плата, разрез, рента, наем, доход, прокат, плата за прокат, дыра, прореха, прорезь, щель, разрыв, пройма, трещина, расселина, несогласие
1565	shot	???t			"firing of a bullet or other projectile from a weapon; range of a firearm or other weapon; lead pellet used in shotguns; shooter; hypodermic injection; throwing of a heavy ball (Sports); blow; photograph; film or video sequence; small amount of liquor;newly grown plant stem; bud, sprout; act of firing a weapon; hunting expedition; shooting competition; act of photographing; photography or filming session; launch of a missile or artillery shell"	"выстрел; попытка, бросок; стрелок; удар; дробь, пуля; запуск; кадр, фотоснимок; доза, укол, инъекция; глоток спиртного; шпур, счет;охота, охотничье угодье, право на отстрел; стрельба, фотографическая съемка, рывок, бросок, запуск; побег [бот.], росток, потомок"
1566	appearance	?p??r?ns	appearances	"look; form; exterior; manifestation; facade; emergence; development; arrival; growth; beginning; advent"	"act of coming into view; impression, semblance"	"внешний вид, вид, внешность, наружность; видимость; правдоподобие; появление; явка; выступление; выход из печати; явление, феномен"
1567	reasonable	r?iz?n?b?l		"levelheaded; sound; sufficient; moderate; cheap; acceptable; rational; inexpensive; logical; realistic; evenhanded; satisfactory; equitable; sensible; practical; affordable; passable; fair; tolerable"	"rational, logical; intelligent, wise; plausible, likely, credible"	"разумный, благоразумный, рассудительный, резонный; обоснованный, умеренный, приемлемый, допустимый, сносный; недорогой"
1568	guarantee	g??r?nt?i	"guarantees; guaranteed; guaranteeing"	"promise; pledge; agreement; security; assure; certify; contract; agreement; warrant; certification; assurance; undertaking; warranty; promise; ensure; secure; pledge"	"security; warranty; pledge; assurance"	гарантия, порука, поручитель, залог
1569	till	t??l	"tills; tilled; tilling"	"plow; dig; cultivate"	until, up to the time that	до тех пор пока, пока
1570	theme	??im	themes		subject, topic, main idea	тема, предмет, сочинение на заданную тему, основа, позывные
1571	judgment	d???d?m?nt	judgments	"sentence; wisdom; result; discrimination; prudence; finding; shrewdness; assessment; thoughts; belief; intelligence; verdict; conclusion; feeling; reasoning; ruling; opinion; decision; view"	"act of judging; forming of an opinion; assessment, opinion; verdict, sentence of a court; decree, sentence; ability to judge, good sense"	"приговор, решение суда; заключение суда в отношении правильности процедуры; наказание, кара, божья кара; суждение, мнение, взгляд; рассудительность, умение правильно разбираться, усмотрение"
1572	odd	??d	"odder; oddest"	"abnormal; funny; peculiar; unusual; weird; anomalous; strange"	"leaving a remainder of one when divided by two, not divisible by two (Mathematics);strange; irregular; random; extra"	"нечетный, непарный; добавочный, лишний, остающийся; разрозненный; случайный, странный; свободный, незанятый; необычный, эксцентричный, чудной"
1573	approve	?pr?uv	"approves; approved; approving"	"support; commend; consent; sanction; authorize; endorse; grant; pass; agree; allow"	"agree, concur; confirm, endorse"	одобрять, утверждать, утвердить, санкционировать, показывать, проявлять, апробировать
1574	loan	l?o?n	"loans; loaned; loaning"	"advance; lend; credit; advance; mortgage; finance"	"amount of money that has been borrowed; something borrowed; act of giving temporarily"	заем, ссуда, заимствование, что-либо данное для временного пользования
1575	definition	d??f?n????n		"explanation; classification; characterization; description; clearness; outlining; clarity; meaning; distinctness; sharpness; exactness; designation; focus; delineation; demarcation"	explanation, meaning, interpretation (as of a word or term)	определение, описание, ясность, точность, четкость, резкость
1576	elect	?l??kt	"elects; elected; electing"	"chosen; selected; nominate; future; return; choose; select; designate"	"choose, vote for; prefer, decide"	выбирать, избирать, предпочесть, назначать, решать
1577	atmosphere	??tm?sf??r	atmospheres	"environment; tone; feel; air; character; impression; mood; ambiance; surroundings; feeling"	"layer of gases surrounding the earth; layer of gases surrounding a planet; climate of a particular region; unit of air pressure (Physics); tone or mood of a place or thing"	атмосфера, газообразная оболочка, воздух, окружающая среда, обстановка
1578	farmer	f??rm?	farmers		"agriculturalist, one who raises plants or animals on a farm; one who provides services for a salary"	фермер, арендатор, откупщик
1579	comparison	k?mp??r?s?n	comparisons	"judgment; resemblance; contrast; difference; link; likeness; association; similarity; evaluation; assessment; contrast; relationship; divergence"	"pointing out of similarities and differences; similarity, likeness"	сравнение
1580	characteristic	k??r?kt???st?k	characteristics		"distinguishing quality; trait, attribute"	"характерная черта, характерная особенность, особенность, свойство; характеристика, смещенный порядок"
1581	license	l?a?s?ns	"licenses; licensed; licensing"	"permit; pass; freedom; accredit; certificate; excess; abandon; lawlessness; warrant; ticket; authority; permit; dispensation; permission; allow; privilege; right; certify; card; authorize; authorization; liberty"	"issue a license, grant a permit; authorize, permit, allow"	разрешать, выдавать патент
1582	rely	r?l?a?	"relies; relied; relying"		depend on, trust in	
1583	narrow	n??ro?	"narrows; narrowed; narrowing; narrower; narrowest"		"tight, strait; reduced; narrow-minded; not wide"	"узкий, тесный; ограниченный, небольшой; подробный; тщательный, точный; скупой; трудный; с незначительным перевесом"
1584	succeed	s?ks?id	"succeeds; succeeded; succeeding"	"work; follow; ensue; thrive; result"	"prosper; achieve, attain; come after, follow; take the place of; inherit"	достигать цели, преуспевать, иметь успех, спориться, следовать за, сменять, наследовать, быть преемником
1585	identity	a?d??nt?t?i	identities	"uniqueness; distinctiveness; self; personality; individuality; characteristics; character"	"individuality, personality, qualities which identify a person or thing; sameness; likeness, similarity"	тождественность, идентичность, тождество, подлинность, личность, индивидуальность
1586	desk	d??sk		counter	piece of furniture which serves as a place to write (read, study, etc.)	"письменный стол, регистратура, рабочий стол, стол, парта; аналой, кафедра проповедника, пюпитр; пульт, пульт управления; редакция газеты; отделение, отдел, сектор; проповедник"
1587	permit	p?m??t	"permits; permitted; permitting"	"authorize; consent; license; okay; badge; authorization; certification; card; document; certificate; let; sanction; allow"	"let, enable; allow; authorize, sanction"	дозволять, позволять, разрешать, давать разрешение, давать возможность, допускать
1588	seriously	s??ri?sli		"genuinely; really; gravely; dangerously; critically; badly; fatally; sincerely; earnestly; honestly; acutely"	"gravely, solemnly, earnestly; acutely, critically"	всерьез, серьезно
1589	wild	w?a?ld	"wilds; wilder; wildest"	"uncultivated; mad; blustery; disorderly; foolish; stormy; windswept; madcap; harebrained; tempestuous; untamed; feral; unruly; natural; rough; lunatic; unmanageable; riotous; rowdy; violent; undisciplined; fierce; brutish; squally; ferocious; crazy; uncontrollable; outrageous"	"savage; of the wild; unruly; desolate; unrestrained; angry; running rampant; stormy; struck with insanity; unrealistic"	дикий, пугливый, одичалый, невозделанный, необитаемый, необузданный, бурный, буйный, исступленный, неистовый, бешеный, безумный, шальной, необдуманный, сделанный наугад, штормовой, распущенный, безнравственный, растрепанный, находящийся в беспорядке, раздраженный, волнующий, восхитительный
1590	empty	??mpti	"empties; emptied; emptying; emptier; emptiest"	"vacant; barren; evacuate; clear; clear; pointless; bare; drain; blank; unfilled; tip; drain; pour; meaningless; purposeless"	"containing nothing; without people; hollow, meaningless"	"порожний, необитаемый, нежилой; пустой, незаселенный; холостой, бессодержательный; пустопорожний, голодный"
1591	commission	k?m????n	"commissions; commissioned; commissioning"	"charge; command; charge; task; costs; hire; committee; responsibility; authorize; appoint; duty; agency; directive; assign; job; rank; order; authority; power; cut; contract; assignment; authority; administration; board; mission; appointment; contract; assignment; payment; expenses; order; position; fee; charge"	"percentage of profits earned by a salesperson; document that grants certain powers; authorization"	"доверенность, полномочие; заказ; комиссионное вознаграждение, комиссионные; комиссия; патент на офицерский чин, патент на звание мирового судьи; совершение; вооружение; введение в строй судна"
1592	unique	yun?ik		"exclusive; matchless; inimitable; exceptional; distinctive; rare; sole; irreplaceable; single"	singular, matchless, unequaled, rare	единственный в своем роде, уникальный, замечательный, необыкновенный
1593	association	?s?o?si?e???n	associations	"fraternity; connection; organization; group; friendship; reminder; alliance; society; relationship; sorority; link; connotation; connection; union; correlation; suggestion; memory; company; overtone; relationship; involvement"	"organization; society; union; coalition; connection of ideas"	ассоциация, объединение, соединение, союз, связь, общение, общество, близость, дружба, жизненное сообщество
1594	instrument	??nstr?m?nt	instruments		"tool, implement; device, appliance; musical instrument; agent, means; document"	"орудие, инструмент; прибор, аппарат; средство; музыкальный инструмент; документ, акт"
1595	investor	??nv??st?		"saver; shareholder; depositor; sponsor; patron; backer; financier"	one who invests	вкладчик
1596	practical	pr??kt?k?l		"useful; functional; doable; sensible; feasible; realistic; helpful; viable; applied; handy; practicable; concrete; sound; convenient; workable"	"feasible, workable, applicable; useful, efficacious, can be put to use"	практический, утилитарный, полезный, практичный, удобный, целесообразный, осуществимый, реальный, фактический
1597	tea	t?i	teas		"evergreen shrub of eastern Asia; dried leaves of the tea plant; drink made from water filtered through tea leaves or other dried leaves; cup of tea; afternoon meal at which tea is served"	чай, чайная смесь, настой, крепкий бульон, чаек
1598	lovely	l??vli	"lovelies; lovelier; loveliest"		"beautiful; having an inner beauty; delightful and charming; wonderful"	красивый, привлекательный, прелестный, восхитительный, чудный, прекрасный, милый
